firm_name,firm_website,challenge_name,markets,account_size,price,currency,profit_target_pct,max_drawdown_pct,daily_drawdown_pct,drawdown_type,minimum_days,maximum_days,payout_frequency_days,payout_split_pct,payout_conditions,platforms,leverage,refund_policy,country_restrictions,phases,news_trading,overnight,weekend,ea_allowed,copy_trading,scalping,hedging,consistency_rule,consistency_pct,source_url,source_type,confidence,status
TradeDay,,Fast Pass EOD 25K,futures,25000,,USD,,,,eod_trailing,,,,80,,TradeDayX;Quantower,,,,1,restricted,prohibited,prohibited,restricted,prohibited,unknown,allowed,required,,,official_pricing,needs_review,draft
TradeDay,,Fast Pass EOD 75K,futures,75000,,USD,,,,eod_trailing,,,,80,,TradeDayX;Quantower,,,,1,restricted,prohibited,prohibited,restricted,prohibited,unknown,allowed,required,,,official_pricing,needs_review,draft
TradeDay,,Fast Pass EOD 100K,futures,100000,,USD,,,,eod_trailing,,,,80,,TradeDayX;Quantower,,,,1,restricted,prohibited,prohibited,restricted,prohibited,unknown,allowed,required,,,official_pricing,needs_review,draft
TradeDay,,Fast Pass EOD 150K,futures,150000,,USD,,,,eod_trailing,,,,80,,TradeDayX;Quantower,,,,1,restricted,prohibited,prohibited,restricted,prohibited,unknown,allowed,required,,,official_pricing,needs_review,draft
TradeDay,,Fast Pass EOD 250K,futures,250000,,USD,,,,eod_trailing,,,,80,,TradeDayX;Quantower,,,,1,restricted,prohibited,prohibited,restricted,prohibited,unknown,allowed,required,,,official_pricing,needs_review,draft
TradeDay,,Fast Pass EOD 300K,futures,300000,,USD,,,,eod_trailing,,,,80,,TradeDayX;Quantower,,,,1,restricted,prohibited,prohibited,restricted,prohibited,unknown,allowed,required,,,official_pricing,needs_review,draft
Tradeify,,Growth 25K,futures,25000,,USD,,,,eod_trailing,,,,90,,Tradovate;NinjaTrader,,,,1,allowed,prohibited,prohibited,restricted,prohibited,unknown,allowed,required,,,official_pricing,needs_review,draft
Tradeify,,Growth 75K,futures,75000,,USD,,,,eod_trailing,,,,90,,Tradovate;NinjaTrader,,,,1,allowed,prohibited,prohibited,restricted,prohibited,unknown,allowed,required,,,official_pricing,needs_review,draft
Tradeify,,Growth 100K,futures,100000,,USD,,,,eod_trailing,,,,90,,Tradovate;NinjaTrader,,,,1,allowed,prohibited,prohibited,restricted,prohibited,unknown,allowed,required,,,official_pricing,needs_review,draft
Tradeify,,Growth 150K,futures,150000,,USD,,,,eod_trailing,,,,90,,Tradovate;NinjaTrader,,,,1,allowed,prohibited,prohibited,restricted,prohibited,unknown,allowed,required,,,official_pricing,needs_review,draft
Tradeify,,Growth 250K,futures,250000,,USD,,,,eod_trailing,,,,90,,Tradovate;NinjaTrader,,,,1,allowed,prohibited,prohibited,restricted,prohibited,unknown,allowed,required,,,official_pricing,needs_review,draft
Tradeify,,Growth 300K,futures,300000,,USD,,,,eod_trailing,,,,90,,Tradovate;NinjaTrader,,,,1,allowed,prohibited,prohibited,restricted,prohibited,unknown,allowed,required,,,official_pricing,needs_review,draft
Traders Launch,,1-Step 25K,futures,25000,,USD,,,,eod_trailing,,,,90,,NinjaTrader;Tradovate,,,,1,restricted,prohibited,prohibited,allowed,prohibited,unknown,allowed,required,,,official_pricing,needs_review,draft
Traders Launch,,1-Step 75K,futures,75000,,USD,,,,eod_trailing,,,,90,,NinjaTrader;Tradovate,,,,1,restricted,prohibited,prohibited,allowed,prohibited,unknown,allowed,required,,,official_pricing,needs_review,draft
Traders Launch,,1-Step 100K,futures,100000,,USD,,,,eod_trailing,,,,90,,NinjaTrader;Tradovate,,,,1,restricted,prohibited,prohibited,allowed,prohibited,unknown,allowed,required,,,official_pricing,needs_review,draft
Traders Launch,,1-Step 150K,futures,150000,,USD,,,,eod_trailing,,,,90,,NinjaTrader;Tradovate,,,,1,restricted,prohibited,prohibited,allowed,prohibited,unknown,allowed,required,,,official_pricing,needs_review,draft
Traders Launch,,1-Step 250K,futures,250000,,USD,,,,eod_trailing,,,,90,,NinjaTrader;Tradovate,,,,1,restricted,prohibited,prohibited,allowed,prohibited,unknown,allowed,required,,,official_pricing,needs_review,draft
Traders Launch,,1-Step 300K,futures,300000,,USD,,,,eod_trailing,,,,90,,NinjaTrader;Tradovate,,,,1,restricted,prohibited,prohibited,allowed,prohibited,unknown,allowed,required,,,official_pricing,needs_review,draft
WSFunded,,2-Step 5K,forex;crypto;cfd,5000,,USD,,,,static,,,,80,,MT5;cTrader,,,,2,restricted,allowed,allowed,restricted,prohibited,unknown,allowed,unknown,,,official_pricing,needs_review,draft
WSFunded,,2-Step 10K,forex;crypto;cfd,10000,,USD,,,,static,,,,80,,MT5;cTrader,,,,2,restricted,allowed,allowed,restricted,prohibited,unknown,allowed,unknown,,,official_pricing,needs_review,draft
WSFunded,,2-Step 25K,forex;crypto;cfd,25000,,USD,,,,static,,,,80,,MT5;cTrader,,,,2,restricted,allowed,allowed,restricted,prohibited,unknown,allowed,unknown,,,official_pricing,needs_review,draft
WSFunded,,2-Step 50K,forex;crypto;cfd,50000,,USD,,,,static,,,,80,,MT5;cTrader,,,,2,restricted,allowed,allowed,restricted,prohibited,unknown,allowed,unknown,,,official_pricing,needs_review,draft
WSFunded,,2-Step 200K,forex;crypto;cfd,200000,,USD,,,,static,,,,80,,MT5;cTrader,,,,2,restricted,allowed,allowed,restricted,prohibited,unknown,allowed,unknown,,,official_pricing,needs_review,draft
